               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,             0.03238,           0.0093444,           0.0037352,             0.72849,             0.41102,             0.44012,             0.31407,            0.043824,            0.012287,            0.051146,           0.0036838,           0.0036838,           0.0036838
                 321,            0.032864,           0.0097101,           0.0038524,             0.72872,             0.41014,             0.43994,             0.31414,            0.043826,             0.01229,            0.051147,            0.003664,            0.003664,            0.003664
                 322,            0.032447,           0.0093026,           0.0036733,             0.73203,             0.40979,             0.44008,             0.31437,            0.043828,            0.012292,            0.051149,           0.0036442,           0.0036442,           0.0036442
                 323,            0.032838,            0.009568,           0.0036835,             0.73249,             0.40908,             0.43982,             0.31397,            0.043829,            0.012292,            0.051152,           0.0036244,           0.0036244,           0.0036244
                 324,            0.032519,           0.0093919,           0.0037393,             0.73354,              0.4092,             0.43987,             0.31399,             0.04383,            0.012295,            0.051158,           0.0036046,           0.0036046,           0.0036046
                 325,            0.032125,           0.0094603,            0.003587,             0.73029,             0.40766,             0.43895,             0.31394,            0.043831,            0.012294,            0.051169,           0.0035848,           0.0035848,           0.0035848
                 326,            0.032595,           0.0093218,           0.0034368,             0.73102,             0.40877,             0.43944,             0.31423,            0.043833,            0.012295,            0.051168,            0.003565,            0.003565,            0.003565
                 327,            0.032492,           0.0093363,           0.0036604,             0.72954,             0.40888,             0.43979,             0.31428,            0.043833,            0.012298,            0.051156,           0.0035452,           0.0035452,           0.0035452
                 328,            0.032497,           0.0095064,           0.0035781,             0.73158,             0.40872,             0.44015,             0.31428,            0.043835,              0.0123,            0.051157,           0.0035254,           0.0035254,           0.0035254
                 329,            0.032096,           0.0094499,           0.0036826,             0.73164,             0.40781,             0.43941,             0.31448,            0.043835,            0.012298,            0.051167,           0.0035056,           0.0035056,           0.0035056
                 330,            0.032854,           0.0095005,           0.0037537,             0.73445,             0.40837,             0.44074,             0.31444,            0.043837,            0.012299,            0.051171,           0.0034858,           0.0034858,           0.0034858
                 331,             0.03258,           0.0094015,           0.0036426,             0.73531,             0.40844,              0.4408,             0.31481,            0.043838,            0.012301,             0.05118,            0.003466,            0.003466,            0.003466
                 332,            0.032135,           0.0093113,           0.0035051,             0.73455,             0.41059,             0.44165,             0.31468,            0.043843,            0.012301,            0.051188,           0.0034462,           0.0034462,           0.0034462
                 333,            0.032585,           0.0095773,           0.0036893,             0.73419,             0.41061,             0.44136,             0.31468,            0.043843,            0.012302,            0.051191,           0.0034264,           0.0034264,           0.0034264
                 334,            0.032307,           0.0092203,           0.0036116,             0.73687,             0.41066,             0.44143,             0.31501,            0.043848,            0.012305,            0.051199,           0.0034066,           0.0034066,           0.0034066
                 335,            0.032694,           0.0097333,           0.0037412,             0.73533,              0.4107,             0.44135,             0.31485,            0.043847,            0.012308,            0.051203,           0.0033868,           0.0033868,           0.0033868
                 336,            0.032479,            0.009323,           0.0036081,             0.73724,             0.41013,             0.44157,             0.31498,            0.043847,            0.012311,            0.051222,            0.003367,            0.003367,            0.003367
                 337,            0.031797,           0.0094162,           0.0033669,             0.73683,             0.41069,             0.44163,             0.31508,            0.043846,             0.01231,            0.051231,           0.0033472,           0.0033472,           0.0033472
                 338,            0.031939,           0.0092668,           0.0036409,             0.73744,             0.41091,             0.44191,             0.31514,            0.043845,            0.012311,            0.051234,           0.0033274,           0.0033274,           0.0033274
                 339,            0.031785,           0.0095516,           0.0035197,             0.73634,              0.4109,             0.44206,             0.31528,            0.043842,             0.01231,            0.051236,           0.0033076,           0.0033076,           0.0033076
                 340,            0.031781,           0.0091552,           0.0036354,             0.73867,             0.41022,             0.44193,             0.31543,            0.043844,            0.012314,            0.051252,           0.0032878,           0.0032878,           0.0032878
                 341,            0.032323,            0.009431,           0.0037415,             0.73784,             0.40912,             0.44129,             0.31573,            0.043844,            0.012319,            0.051258,            0.003268,            0.003268,            0.003268
                 342,            0.031637,           0.0091208,           0.0036318,             0.73705,             0.40934,              0.4414,             0.31559,            0.043847,            0.012323,            0.051259,           0.0032482,           0.0032482,           0.0032482
                 343,            0.032022,           0.0093346,           0.0034529,             0.73667,             0.40911,             0.44134,             0.31553,            0.043845,            0.012326,            0.051272,           0.0032284,           0.0032284,           0.0032284
                 344,             0.03172,           0.0090924,            0.003721,             0.73871,             0.40859,             0.44139,             0.31567,            0.043844,            0.012328,            0.051276,           0.0032086,           0.0032086,           0.0032086
                 345,            0.031672,            0.009149,           0.0034265,              0.7336,             0.41045,             0.44147,             0.31595,             0.04384,            0.012329,             0.05129,           0.0031888,           0.0031888,           0.0031888
                 346,            0.031972,           0.0094036,           0.0035311,             0.73587,             0.41086,             0.44128,             0.31598,            0.043837,            0.012329,            0.051292,            0.003169,            0.003169,            0.003169
                 347,            0.032279,           0.0095272,            0.003457,             0.73713,             0.40969,             0.44139,             0.31594,            0.043836,            0.012331,            0.051295,           0.0031492,           0.0031492,           0.0031492
                 348,            0.031409,           0.0089911,             0.00326,             0.73636,             0.41042,             0.44132,             0.31598,            0.043842,            0.012338,             0.05129,           0.0031294,           0.0031294,           0.0031294
                 349,            0.031644,           0.0092072,           0.0034186,             0.73881,             0.40856,             0.44139,             0.31603,            0.043842,            0.012339,            0.051293,           0.0031096,           0.0031096,           0.0031096
                 350,            0.031626,           0.0091047,           0.0033365,             0.73885,             0.40861,             0.44139,             0.31607,            0.043842,             0.01234,            0.051308,           0.0030898,           0.0030898,           0.0030898
                 351,            0.031648,           0.0090694,           0.0034913,             0.73779,             0.40918,             0.44131,             0.31625,            0.043844,            0.012344,            0.051314,             0.00307,             0.00307,             0.00307
                 352,            0.031394,           0.0092171,           0.0034013,             0.73969,             0.40837,             0.44148,             0.31603,            0.043847,            0.012345,            0.051328,           0.0030502,           0.0030502,           0.0030502
                 353,            0.031269,            0.009145,           0.0035061,             0.73674,             0.40907,             0.44137,             0.31608,            0.043847,            0.012349,            0.051341,           0.0030304,           0.0030304,           0.0030304
                 354,            0.031745,           0.0090687,           0.0033963,             0.73611,             0.41004,             0.44146,             0.31652,            0.043847,            0.012353,            0.051351,           0.0030106,           0.0030106,           0.0030106
                 355,            0.031783,           0.0092772,           0.0034626,             0.73732,             0.40978,             0.44153,             0.31653,            0.043846,            0.012354,            0.051358,           0.0029908,           0.0029908,           0.0029908
                 356,            0.031391,           0.0091592,             0.00344,              0.7331,             0.41026,             0.44158,             0.31676,            0.043846,            0.012356,            0.051366,            0.002971,            0.002971,            0.002971
                 357,            0.031816,           0.0092637,           0.0037645,             0.73413,             0.40974,             0.44164,             0.31648,            0.043846,            0.012356,            0.051367,           0.0029512,           0.0029512,           0.0029512
                 358,            0.031784,           0.0091512,           0.0036591,             0.73656,             0.40853,             0.44176,             0.31657,            0.043843,            0.012357,            0.051375,           0.0029314,           0.0029314,           0.0029314
                 359,            0.032373,           0.0093397,           0.0034724,             0.73663,              0.4083,              0.4417,             0.31667,            0.043844,            0.012355,            0.051386,           0.0029116,           0.0029116,           0.0029116
                 360,            0.031044,            0.009125,           0.0036123,             0.73649,             0.40804,             0.44188,             0.31641,            0.043847,            0.012355,            0.051389,           0.0028918,           0.0028918,           0.0028918
                 361,            0.031998,           0.0093073,           0.0035349,             0.73733,             0.40767,             0.44185,             0.31662,            0.043845,            0.012353,            0.051408,            0.002872,            0.002872,            0.002872
                 362,            0.031707,           0.0090719,           0.0035606,             0.73765,             0.40756,             0.44199,             0.31654,            0.043842,            0.012351,            0.051434,           0.0028522,           0.0028522,           0.0028522
                 363,            0.031252,           0.0092288,           0.0032371,             0.73809,              0.4074,             0.44224,             0.31654,            0.043836,            0.012351,            0.051445,           0.0028324,           0.0028324,           0.0028324
                 364,            0.031154,           0.0090828,           0.0033941,             0.74464,              0.4056,              0.4424,             0.31681,            0.043835,            0.012353,            0.051451,           0.0028126,           0.0028126,           0.0028126
                 365,            0.031297,           0.0092494,           0.0032597,             0.74635,             0.40554,             0.44214,             0.31691,            0.043839,            0.012358,            0.051459,           0.0027928,           0.0027928,           0.0027928
                 366,            0.031727,           0.0091933,            0.003285,              0.7467,             0.40588,             0.44204,             0.31681,            0.043839,            0.012362,            0.051466,            0.002773,            0.002773,            0.002773
                 367,            0.031879,           0.0092689,           0.0035459,             0.74835,             0.40589,             0.44191,             0.31685,             0.04384,            0.012366,            0.051479,           0.0027532,           0.0027532,           0.0027532
                 368,            0.030685,           0.0088744,           0.0029761,             0.74903,             0.40501,             0.44191,             0.31678,            0.043838,            0.012369,            0.051485,           0.0027334,           0.0027334,           0.0027334
                 369,            0.030374,           0.0090775,           0.0030543,             0.74907,              0.4045,              0.4416,             0.31673,            0.043835,            0.012371,            0.051492,           0.0027136,           0.0027136,           0.0027136
                 370,            0.030728,           0.0087697,            0.003206,             0.75109,             0.40467,             0.44167,             0.31677,            0.043836,            0.012374,            0.051497,           0.0026938,           0.0026938,           0.0026938
                 371,            0.030744,           0.0088072,           0.0033954,             0.74848,             0.40541,             0.44206,             0.31705,            0.043835,            0.012376,            0.051507,            0.002674,            0.002674,            0.002674
                 372,            0.031555,            0.009032,           0.0033034,              0.7457,             0.40541,              0.4418,             0.31718,            0.043834,            0.012379,            0.051515,           0.0026542,           0.0026542,           0.0026542
                 373,            0.031198,           0.0089775,           0.0033889,             0.75008,             0.40517,             0.44134,             0.31695,            0.043834,            0.012381,            0.051525,           0.0026344,           0.0026344,           0.0026344
                 374,            0.030999,           0.0087677,           0.0031412,             0.74948,              0.4051,              0.4416,             0.31723,            0.043836,            0.012386,            0.051534,           0.0026146,           0.0026146,           0.0026146
                 375,            0.031546,           0.0090493,           0.0032765,             0.74909,             0.40562,             0.44179,             0.31734,            0.043833,            0.012389,            0.051539,           0.0025948,           0.0025948,           0.0025948
                 376,            0.030633,           0.0089484,           0.0031417,             0.74812,             0.40569,             0.44185,             0.31762,            0.043829,            0.012393,            0.051557,            0.002575,            0.002575,            0.002575
                 377,            0.030917,           0.0089312,           0.0032828,             0.74655,             0.40632,             0.44185,              0.3176,            0.043826,            0.012393,            0.051571,           0.0025552,           0.0025552,           0.0025552
                 378,            0.030796,           0.0088416,           0.0033875,             0.74553,             0.40634,             0.44242,              0.3177,            0.043826,            0.012394,            0.051586,           0.0025354,           0.0025354,           0.0025354
                 379,            0.030757,           0.0090048,           0.0032285,             0.74473,             0.40697,             0.44265,             0.31752,            0.043824,            0.012398,            0.051597,           0.0025156,           0.0025156,           0.0025156
                 380,            0.030678,            0.008741,           0.0033222,             0.74556,             0.40669,             0.44302,             0.31795,            0.043821,            0.012399,            0.051612,           0.0024958,           0.0024958,           0.0024958
                 381,            0.030665,             0.00893,           0.0031692,             0.74649,             0.40683,             0.44334,              0.3181,            0.043823,              0.0124,            0.051626,            0.002476,            0.002476,            0.002476
                 382,             0.03063,            0.008854,           0.0029415,             0.74658,              0.4069,             0.44341,              0.3182,            0.043822,            0.012407,             0.05163,           0.0024562,           0.0024562,           0.0024562
                 383,            0.030703,           0.0090144,           0.0031943,             0.74791,             0.40668,             0.44319,             0.31804,            0.043819,             0.01241,            0.051634,           0.0024364,           0.0024364,           0.0024364
                 384,            0.030505,           0.0089143,           0.0032879,             0.75101,             0.40655,             0.44322,             0.31797,            0.043823,            0.012416,            0.051646,           0.0024166,           0.0024166,           0.0024166
                 385,            0.030955,           0.0088444,           0.0032045,             0.75205,             0.40663,             0.44323,             0.31814,            0.043826,            0.012424,            0.051648,           0.0023968,           0.0023968,           0.0023968
                 386,            0.030485,           0.0089378,           0.0031296,             0.75092,             0.40718,             0.44274,             0.31808,            0.043824,            0.012431,            0.051658,            0.002377,            0.002377,            0.002377
                 387,            0.030324,           0.0087043,           0.0031181,             0.75262,             0.40734,             0.44308,             0.31798,            0.043823,            0.012432,            0.051665,           0.0023572,           0.0023572,           0.0023572
                 388,            0.030617,           0.0087594,           0.0031281,             0.75448,             0.40708,             0.44315,             0.31842,            0.043817,            0.012432,            0.051678,           0.0023374,           0.0023374,           0.0023374
                 389,            0.030118,           0.0088671,           0.0029785,             0.75438,              0.4073,             0.44369,             0.31845,            0.043815,            0.012436,            0.051685,           0.0023176,           0.0023176,           0.0023176
                 390,            0.030421,           0.0086438,           0.0030735,             0.75195,             0.40761,             0.44368,             0.31825,            0.043816,            0.012441,            0.051694,           0.0022978,           0.0022978,           0.0022978
                 391,            0.030174,           0.0088799,           0.0031044,             0.75249,             0.40741,             0.44365,              0.3185,            0.043815,            0.012444,            0.051692,            0.002278,            0.002278,            0.002278
                 392,            0.030093,           0.0087086,           0.0031816,             0.75163,             0.40709,             0.44286,              0.3181,             0.04381,            0.012451,            0.051695,           0.0022582,           0.0022582,           0.0022582
                 393,            0.029991,           0.0089225,           0.0031541,             0.75183,             0.40731,             0.44316,             0.31849,            0.043807,            0.012456,            0.051696,           0.0022384,           0.0022384,           0.0022384
                 394,            0.030114,           0.0087512,           0.0030516,             0.75391,             0.40668,             0.44275,             0.31845,            0.043806,            0.012461,            0.051712,           0.0022186,           0.0022186,           0.0022186
                 395,            0.029744,            0.008725,           0.0030544,             0.75372,              0.4066,             0.44289,              0.3182,            0.043805,            0.012467,            0.051715,           0.0021988,           0.0021988,           0.0021988
                 396,            0.029651,           0.0086389,           0.0031394,             0.75266,             0.40717,              0.4429,             0.31813,            0.043808,            0.012475,            0.051737,            0.002179,            0.002179,            0.002179
                 397,            0.029939,           0.0087765,           0.0031798,             0.75352,             0.40668,             0.44297,             0.31851,            0.043808,            0.012483,            0.051751,           0.0021592,           0.0021592,           0.0021592
                 398,            0.029246,           0.0087106,           0.0028918,             0.75289,             0.40666,              0.4426,             0.31866,            0.043807,            0.012494,            0.051763,           0.0021394,           0.0021394,           0.0021394
                 399,            0.030117,           0.0086319,           0.0030174,             0.75127,              0.4066,             0.44262,             0.31872,            0.043804,            0.012502,             0.05178,           0.0021196,           0.0021196,           0.0021196
                 400,            0.029973,           0.0086822,           0.0029347,             0.75173,             0.40664,             0.44256,              0.3188,            0.043804,            0.012509,            0.051801,           0.0020998,           0.0020998,           0.0020998
                 401,            0.029436,           0.0085488,           0.0030224,             0.75012,             0.40663,             0.44244,             0.31889,            0.043804,            0.012519,            0.051805,             0.00208,             0.00208,             0.00208
                 402,             0.02952,            0.008518,           0.0029011,             0.75047,             0.40655,             0.44239,             0.31893,            0.043808,             0.01253,            0.051828,           0.0020602,           0.0020602,           0.0020602
                 403,            0.029666,           0.0086796,           0.0028796,             0.74977,             0.40674,             0.44236,             0.31897,            0.043807,            0.012537,            0.051839,           0.0020404,           0.0020404,           0.0020404
                 404,            0.029655,           0.0086227,           0.0029571,             0.74913,             0.40673,             0.44251,             0.31914,            0.043808,            0.012545,            0.051845,           0.0020206,           0.0020206,           0.0020206
                 405,            0.030158,           0.0087792,           0.0030474,             0.74998,             0.40668,             0.44281,             0.31918,            0.043811,            0.012555,             0.05185,           0.0020008,           0.0020008,           0.0020008
                 406,            0.029805,           0.0085478,           0.0030242,             0.75172,             0.40637,             0.44292,             0.31942,            0.043815,            0.012562,            0.051856,            0.001981,            0.001981,            0.001981
                 407,            0.029956,            0.008566,           0.0030715,             0.75156,             0.40646,             0.44308,             0.31953,            0.043818,            0.012566,            0.051856,           0.0019612,           0.0019612,           0.0019612
                 408,            0.029398,           0.0084363,            0.002973,             0.75163,             0.40659,              0.4431,             0.31971,            0.043817,            0.012569,            0.051858,           0.0019414,           0.0019414,           0.0019414
                 409,            0.029723,           0.0087593,           0.0029515,             0.75505,             0.40636,             0.44351,             0.32002,            0.043816,            0.012574,            0.051874,           0.0019216,           0.0019216,           0.0019216
                 410,            0.029264,           0.0085142,           0.0029462,             0.75405,             0.40658,             0.44354,             0.31995,            0.043817,            0.012577,             0.05188,           0.0019018,           0.0019018,           0.0019018
                 411,            0.029761,           0.0082682,           0.0029194,             0.74749,             0.40733,             0.44358,             0.32004,             0.04382,            0.012581,            0.051885,            0.001882,            0.001882,            0.001882
                 412,            0.029675,           0.0084525,           0.0028212,              0.7541,             0.40656,             0.44379,             0.32016,            0.043822,            0.012588,            0.051898,           0.0018622,           0.0018622,           0.0018622
                 413,             0.02838,           0.0081938,           0.0027054,             0.74784,             0.40788,              0.4438,             0.32013,             0.04382,            0.012595,            0.051892,           0.0018424,           0.0018424,           0.0018424
                 414,            0.029465,           0.0082882,           0.0029089,             0.75956,             0.40588,             0.44371,             0.32014,            0.043819,            0.012601,            0.051913,           0.0018226,           0.0018226,           0.0018226
                 415,             0.02943,            0.008645,           0.0029453,             0.74739,             0.40756,             0.44372,             0.32055,            0.043822,            0.012609,            0.051927,           0.0018028,           0.0018028,           0.0018028
                 416,            0.029011,           0.0084348,           0.0029425,             0.76131,             0.40525,             0.44364,              0.3205,            0.043823,            0.012615,            0.051933,            0.001783,            0.001783,            0.001783
                 417,            0.029176,           0.0085356,           0.0029679,             0.76066,              0.4054,             0.44367,             0.32041,            0.043831,            0.012624,            0.051942,           0.0017632,           0.0017632,           0.0017632
                 418,            0.029405,           0.0085707,           0.0028232,             0.76071,             0.40529,             0.44376,             0.32049,            0.043834,            0.012632,            0.051957,           0.0017434,           0.0017434,           0.0017434
                 419,             0.02941,           0.0085259,           0.0027343,             0.76053,             0.40521,             0.44372,             0.32044,            0.043837,            0.012641,            0.051973,           0.0017236,           0.0017236,           0.0017236
                 420,            0.029026,           0.0084205,           0.0027631,             0.76069,             0.40502,             0.44396,             0.32034,            0.043839,            0.012651,            0.051979,           0.0017038,           0.0017038,           0.0017038
                 421,            0.029474,           0.0083719,           0.0028928,             0.76068,             0.40522,             0.44402,             0.32067,            0.043843,            0.012659,            0.051989,            0.001684,            0.001684,            0.001684
                 422,            0.028996,           0.0084329,           0.0030346,              0.7608,             0.40497,             0.44396,             0.32063,            0.043843,            0.012665,            0.052004,           0.0016642,           0.0016642,           0.0016642
                 423,            0.029545,           0.0083336,           0.0029351,               0.761,             0.40525,             0.44407,              0.3206,            0.043844,            0.012668,            0.052011,           0.0016444,           0.0016444,           0.0016444
                 424,            0.029723,           0.0086879,           0.0029497,             0.75611,             0.40613,             0.44406,             0.32055,            0.043844,            0.012675,            0.052014,           0.0016246,           0.0016246,           0.0016246
                 425,            0.028881,           0.0084993,           0.0028764,             0.75754,             0.40601,             0.44401,             0.32044,            0.043846,            0.012681,            0.052025,           0.0016048,           0.0016048,           0.0016048
                 426,            0.028679,           0.0083342,           0.0027789,             0.75744,             0.40607,             0.44417,             0.32059,            0.043844,            0.012685,            0.052032,            0.001585,            0.001585,            0.001585
                 427,            0.028874,           0.0085747,           0.0029634,             0.75749,             0.40597,             0.44395,             0.32087,            0.043844,             0.01269,            0.052027,           0.0015652,           0.0015652,           0.0015652
                 428,            0.028753,           0.0084546,           0.0029507,             0.75887,             0.40665,             0.44408,              0.3208,            0.043847,            0.012694,            0.052029,           0.0015454,           0.0015454,           0.0015454
                 429,            0.028747,           0.0085065,            0.002743,             0.76017,             0.40599,             0.44403,             0.32066,            0.043852,            0.012697,            0.052035,           0.0015256,           0.0015256,           0.0015256
                 430,             0.02838,           0.0083762,           0.0026857,              0.7593,              0.4063,             0.44414,              0.3209,            0.043857,            0.012702,            0.052037,           0.0015058,           0.0015058,           0.0015058
                 431,            0.028981,           0.0084614,           0.0028106,             0.76061,             0.40556,             0.44425,             0.32104,            0.043859,            0.012706,            0.052042,            0.001486,            0.001486,            0.001486
                 432,            0.028516,           0.0084055,           0.0028174,             0.76329,             0.40408,             0.44423,             0.32113,            0.043862,            0.012714,            0.052047,           0.0014662,           0.0014662,           0.0014662
                 433,            0.028099,           0.0081321,           0.0026172,             0.76212,             0.40432,             0.44426,             0.32131,            0.043864,             0.01272,            0.052049,           0.0014464,           0.0014464,           0.0014464
                 434,             0.02895,            0.008466,           0.0027307,             0.76167,             0.40459,             0.44416,              0.3216,            0.043871,            0.012729,            0.052056,           0.0014266,           0.0014266,           0.0014266
                 435,             0.02912,           0.0081613,           0.0027989,             0.76204,             0.40509,             0.44433,             0.32143,            0.043874,            0.012735,            0.052066,           0.0014068,           0.0014068,           0.0014068
                 436,            0.028841,           0.0082654,           0.0027809,              0.7622,             0.40521,             0.44489,             0.32183,            0.043877,            0.012742,            0.052076,            0.001387,            0.001387,            0.001387
                 437,            0.028554,           0.0084838,           0.0026635,             0.76253,             0.40507,             0.44467,             0.32178,            0.043881,            0.012751,            0.052093,           0.0013672,           0.0013672,           0.0013672
                 438,            0.028054,           0.0082616,           0.0025047,             0.76292,             0.40478,             0.44464,              0.3219,            0.043884,            0.012761,            0.052109,           0.0013474,           0.0013474,           0.0013474
                 439,            0.028407,           0.0081592,           0.0026049,             0.76239,             0.40569,             0.44483,             0.32173,            0.043884,            0.012772,            0.052119,           0.0013276,           0.0013276,           0.0013276
                 440,            0.028289,           0.0080711,           0.0027176,             0.76201,             0.40521,             0.44461,             0.32186,            0.043886,            0.012784,            0.052137,           0.0013078,           0.0013078,           0.0013078
                 441,            0.028265,           0.0082502,           0.0027962,             0.75968,             0.40559,              0.4446,             0.32184,            0.043888,            0.012789,            0.052159,            0.001288,            0.001288,            0.001288
                 442,            0.028524,             0.00832,           0.0026806,             0.76095,             0.40509,             0.44467,             0.32178,            0.043888,            0.012797,            0.052174,           0.0012682,           0.0012682,           0.0012682
                 443,            0.028759,           0.0082999,           0.0025716,             0.76099,             0.40512,             0.44488,             0.32222,            0.043888,            0.012805,            0.052178,           0.0012484,           0.0012484,           0.0012484
                 444,            0.028297,           0.0081291,           0.0027517,             0.76015,             0.40573,             0.44552,             0.32257,            0.043892,            0.012812,            0.052187,           0.0012286,           0.0012286,           0.0012286
                 445,             0.02847,           0.0082307,           0.0026635,             0.75852,             0.40615,             0.44569,             0.32246,            0.043899,            0.012822,            0.052206,           0.0012088,           0.0012088,           0.0012088
                 446,            0.028305,           0.0082662,           0.0026241,             0.75362,             0.40719,             0.44624,              0.3224,            0.043904,            0.012831,             0.05221,            0.001189,            0.001189,            0.001189
                 447,             0.02831,           0.0080919,           0.0027349,             0.76125,             0.40612,             0.44612,             0.32247,            0.043908,             0.01284,            0.052222,           0.0011692,           0.0011692,           0.0011692
                 448,            0.027994,           0.0079746,           0.0026955,             0.75158,             0.40732,             0.44626,             0.32262,            0.043918,            0.012846,            0.052217,           0.0011494,           0.0011494,           0.0011494
                 449,            0.028986,           0.0083882,           0.0027966,             0.74986,             0.40712,             0.44583,              0.3225,            0.043922,            0.012855,            0.052226,           0.0011296,           0.0011296,           0.0011296
                 450,            0.028139,           0.0079013,           0.0024747,             0.75291,             0.40783,              0.4463,             0.32261,            0.043922,            0.012862,            0.052251,           0.0011098,           0.0011098,           0.0011098
                 451,            0.028331,           0.0080661,            0.002775,             0.74926,             0.40637,             0.44527,              0.3226,            0.043925,             0.01287,            0.052269,             0.00109,             0.00109,             0.00109
                 452,             0.02754,           0.0081751,           0.0024716,             0.75205,              0.4065,             0.44575,               0.323,            0.043923,            0.012881,            0.052286,           0.0010702,           0.0010702,           0.0010702
                 453,            0.028385,             0.00824,           0.0028013,             0.75367,             0.40691,               0.446,             0.32283,            0.043924,             0.01289,            0.052305,           0.0010504,           0.0010504,           0.0010504
                 454,            0.027699,           0.0080508,           0.0026068,             0.75144,             0.40639,             0.44554,               0.323,            0.043928,            0.012898,            0.052316,           0.0010306,           0.0010306,           0.0010306
                 455,            0.027837,           0.0080842,           0.0026411,             0.75268,             0.40678,             0.44572,             0.32295,            0.043935,             0.01291,            0.052321,           0.0010108,           0.0010108,           0.0010108
                 456,            0.027668,           0.0081744,           0.0026776,             0.75227,             0.40669,             0.44591,             0.32319,            0.043937,            0.012917,            0.052337,            0.000991,            0.000991,            0.000991
                 457,            0.028126,           0.0080093,           0.0025603,             0.75084,              0.4067,             0.44545,             0.32318,            0.043941,            0.012924,            0.052355,           0.0009712,           0.0009712,           0.0009712
                 458,             0.02745,           0.0080025,           0.0026181,              0.7504,             0.40648,             0.44509,             0.32307,            0.043948,            0.012933,            0.052371,           0.0009514,           0.0009514,           0.0009514
                 459,             0.02753,           0.0079727,           0.0025013,             0.75293,             0.40689,               0.446,              0.3235,             0.04395,            0.012944,             0.05239,           0.0009316,           0.0009316,           0.0009316
                 460,            0.027701,           0.0078613,           0.0025927,              0.7537,             0.40718,             0.44646,             0.32344,            0.043955,            0.012952,            0.052406,           0.0009118,           0.0009118,           0.0009118
                 461,            0.028137,           0.0081227,           0.0025824,              0.7538,             0.40716,             0.44672,             0.32343,            0.043959,            0.012959,            0.052423,            0.000892,            0.000892,            0.000892
                 462,            0.027403,           0.0079497,           0.0025287,             0.75514,             0.40791,             0.44691,             0.32371,            0.043963,             0.01296,            0.052448,           0.0008722,           0.0008722,           0.0008722
                 463,             0.02803,           0.0080834,           0.0026536,             0.76155,             0.40564,             0.44696,             0.32374,            0.043968,            0.012965,            0.052464,           0.0008524,           0.0008524,           0.0008524
                 464,            0.027593,           0.0079073,           0.0026401,             0.75832,             0.40531,             0.44687,             0.32375,            0.043973,            0.012972,            0.052482,           0.0008326,           0.0008326,           0.0008326
                 465,            0.026793,           0.0079008,           0.0025159,             0.76051,             0.40604,             0.44718,             0.32407,             0.04398,            0.012977,            0.052506,           0.0008128,           0.0008128,           0.0008128
                 466,            0.027727,           0.0079696,           0.0027241,             0.76127,             0.40656,             0.44711,             0.32393,            0.043981,            0.012983,            0.052525,            0.000793,            0.000793,            0.000793
                 467,             0.02722,           0.0079946,           0.0024959,             0.75932,             0.40738,              0.4471,             0.32412,            0.043985,            0.012991,            0.052545,           0.0007732,           0.0007732,           0.0007732
                 468,            0.027065,           0.0077755,           0.0024974,             0.75608,             0.40795,             0.44724,              0.3243,            0.043986,            0.012997,             0.05256,           0.0007534,           0.0007534,           0.0007534
                 469,            0.027713,           0.0079017,           0.0024557,             0.75691,             0.40833,             0.44737,             0.32423,            0.043988,            0.013004,            0.052572,           0.0007336,           0.0007336,           0.0007336
                 470,            0.027843,           0.0082147,           0.0026677,             0.75538,             0.40818,             0.44756,             0.32467,            0.043992,            0.013008,            0.052592,           0.0007138,           0.0007138,           0.0007138
                 471,            0.027526,           0.0079545,           0.0028103,             0.75392,              0.4078,             0.44728,             0.32466,            0.043996,            0.013015,            0.052604,            0.000694,            0.000694,            0.000694
                 472,            0.027585,           0.0079488,             0.00264,             0.75264,             0.40773,             0.44716,              0.3246,            0.043999,            0.013022,            0.052624,           0.0006742,           0.0006742,           0.0006742
                 473,            0.027326,           0.0080435,           0.0026796,             0.75082,             0.40794,             0.44733,             0.32482,            0.044002,            0.013023,            0.052645,           0.0006544,           0.0006544,           0.0006544
                 474,            0.027221,           0.0080268,           0.0024477,             0.74827,             0.40823,             0.44735,             0.32491,            0.044001,            0.013022,            0.052662,           0.0006346,           0.0006346,           0.0006346
                 475,            0.027382,           0.0077423,           0.0024066,               0.746,              0.4083,             0.44747,             0.32485,               0.044,            0.013026,            0.052681,           0.0006148,           0.0006148,           0.0006148
                 476,            0.027313,           0.0079527,            0.002648,             0.74596,              0.4086,             0.44768,             0.32508,            0.044003,            0.013029,              0.0527,            0.000595,            0.000595,            0.000595
                 477,            0.027282,           0.0079331,           0.0024984,             0.74408,             0.40811,             0.44696,             0.32493,            0.044006,            0.013037,            0.052724,           0.0005752,           0.0005752,           0.0005752
                 478,            0.027374,           0.0078901,           0.0025782,             0.74398,             0.40793,             0.44711,             0.32498,            0.044008,            0.013041,            0.052749,           0.0005554,           0.0005554,           0.0005554
                 479,            0.027133,           0.0080053,           0.0025217,             0.74291,             0.40752,             0.44638,             0.32486,            0.044009,            0.013048,            0.052772,           0.0005356,           0.0005356,           0.0005356
                 480,            0.027514,           0.0078304,            0.002568,             0.74296,             0.40769,             0.44692,               0.325,            0.044007,            0.013053,            0.052791,           0.0005158,           0.0005158,           0.0005158
