               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.039186,            0.011375,            0.005881,             0.66209,             0.40529,              0.4271,             0.29645,            0.045224,             0.01195,            0.047995,           0.0068914,           0.0068914,           0.0068914
                 159,            0.038093,            0.011395,           0.0056343,             0.64872,             0.40882,             0.42785,             0.29665,            0.045097,            0.011834,            0.048348,           0.0068716,           0.0068716,           0.0068716
                 160,            0.038664,            0.011356,            0.005578,              0.6625,             0.40364,             0.42916,             0.29704,            0.045183,            0.011872,            0.048252,           0.0068518,           0.0068518,           0.0068518
                 161,            0.038433,             0.01119,           0.0055247,             0.69045,              0.3962,             0.43044,             0.29766,            0.045171,            0.011914,            0.048248,            0.006832,            0.006832,            0.006832
                 162,            0.038082,            0.011034,            0.005424,             0.71574,              0.3937,             0.43126,             0.29875,            0.045067,            0.011941,            0.048404,           0.0068122,           0.0068122,           0.0068122
                 163,            0.038041,            0.011125,           0.0056485,             0.71268,             0.39236,             0.42943,             0.29884,            0.045043,            0.011933,            0.048319,           0.0067924,           0.0067924,           0.0067924
                 164,            0.038221,            0.011338,           0.0056327,             0.69398,             0.39279,             0.42879,              0.2984,            0.045019,            0.011997,            0.048259,           0.0067726,           0.0067726,           0.0067726
                 165,            0.038181,            0.011355,            0.005549,             0.70838,              0.3937,             0.43006,             0.29896,            0.045115,            0.012014,            0.048167,           0.0067528,           0.0067528,           0.0067528
                 166,            0.038271,             0.01121,           0.0055282,             0.72103,             0.38756,             0.42838,             0.29855,            0.045162,            0.012012,             0.04834,            0.006733,            0.006733,            0.006733
                 167,            0.038556,            0.011059,           0.0052993,             0.71956,             0.38567,             0.42583,             0.29745,            0.045157,            0.012127,            0.048083,           0.0067132,           0.0067132,           0.0067132
                 168,             0.03786,            0.011216,           0.0052683,             0.72056,             0.38322,             0.42666,             0.29752,            0.045092,            0.012093,             0.04795,           0.0066934,           0.0066934,           0.0066934
                 169,            0.038148,            0.010916,           0.0056026,             0.71389,             0.38905,              0.4253,             0.29683,            0.045121,            0.012147,            0.048108,           0.0066736,           0.0066736,           0.0066736
                 170,            0.037626,            0.011076,           0.0052178,             0.70998,             0.38619,             0.42397,             0.29652,            0.045139,            0.012201,            0.048075,           0.0066538,           0.0066538,           0.0066538
                 171,            0.038082,            0.011046,           0.0053369,             0.68293,             0.39429,             0.42449,             0.29492,            0.045092,             0.01219,            0.047939,            0.006634,            0.006634,            0.006634
                 172,            0.038119,            0.011159,           0.0055518,             0.69716,             0.39114,             0.42582,             0.29675,            0.045027,            0.012185,            0.047811,           0.0066142,           0.0066142,           0.0066142
                 173,            0.037745,            0.010907,           0.0055572,             0.69903,             0.39149,             0.42638,              0.2976,            0.044939,            0.012159,            0.048018,           0.0065944,           0.0065944,           0.0065944
                 174,            0.037724,             0.01131,           0.0052669,              0.6856,             0.39855,             0.42707,             0.29699,            0.044855,            0.012058,            0.047988,           0.0065746,           0.0065746,           0.0065746
                 175,            0.037753,            0.011152,           0.0053261,             0.66486,             0.40151,             0.42697,             0.29787,            0.044905,            0.012041,            0.048135,           0.0065548,           0.0065548,           0.0065548
                 176,            0.038068,            0.011272,           0.0053046,             0.65747,             0.40183,             0.42644,             0.29772,            0.044918,            0.012042,            0.048167,            0.006535,            0.006535,            0.006535
                 177,             0.03796,            0.011033,           0.0053522,             0.66886,             0.39982,             0.42781,             0.29835,            0.044939,            0.012041,            0.048163,           0.0065152,           0.0065152,           0.0065152
                 178,            0.038375,            0.011062,           0.0055855,             0.68257,             0.39765,             0.42877,             0.29847,            0.044893,            0.012032,            0.048187,           0.0064954,           0.0064954,           0.0064954
                 179,            0.037889,            0.010909,           0.0054914,             0.69752,             0.39306,             0.42804,             0.29793,            0.044863,            0.012007,            0.048276,           0.0064756,           0.0064756,           0.0064756
                 180,            0.037605,            0.010719,           0.0054444,             0.69359,             0.39481,             0.42754,             0.29823,            0.044892,            0.012018,            0.048263,           0.0064558,           0.0064558,           0.0064558
                 181,            0.037348,            0.010954,           0.0051878,             0.68899,             0.39427,             0.42805,             0.29912,            0.044878,            0.012077,            0.048321,            0.006436,            0.006436,            0.006436
                 182,            0.037575,            0.011168,           0.0054017,             0.71114,             0.39081,             0.42855,             0.29961,            0.044837,            0.012072,            0.048411,           0.0064162,           0.0064162,           0.0064162
                 183,            0.037693,            0.010847,           0.0051111,             0.70661,             0.39046,             0.42841,             0.29991,            0.044871,            0.012077,            0.048281,           0.0063964,           0.0063964,           0.0063964
                 184,            0.037493,            0.011003,           0.0052822,             0.69044,             0.39303,             0.43001,             0.30136,              0.0448,            0.012089,            0.048227,           0.0063766,           0.0063766,           0.0063766
                 185,            0.037275,            0.010842,           0.0053914,             0.74266,             0.38415,             0.43081,             0.30136,            0.044749,            0.012107,            0.048081,           0.0063568,           0.0063568,           0.0063568
                 186,            0.037529,            0.010852,           0.0049641,             0.69792,              0.3922,             0.43011,             0.30111,            0.044751,            0.012138,            0.048108,            0.006337,            0.006337,            0.006337
                 187,            0.037354,            0.011013,           0.0053257,             0.69506,             0.39024,             0.42836,             0.30047,            0.044717,            0.012185,            0.048269,           0.0063172,           0.0063172,           0.0063172
                 188,            0.037344,            0.010985,            0.005065,             0.69514,             0.39189,             0.42847,             0.30113,            0.044716,            0.012164,            0.048378,           0.0062974,           0.0062974,           0.0062974
                 189,            0.036738,            0.010744,           0.0049904,             0.70809,             0.39027,             0.42851,             0.30134,            0.044676,            0.012147,            0.048509,           0.0062776,           0.0062776,           0.0062776
                 190,            0.036983,            0.010688,           0.0052356,             0.69662,             0.39373,             0.42885,             0.30223,            0.044674,            0.012147,            0.048541,           0.0062578,           0.0062578,           0.0062578
                 191,            0.036754,            0.010843,           0.0051371,             0.70097,              0.3926,             0.42818,             0.30277,            0.044679,            0.012147,            0.048774,            0.006238,            0.006238,            0.006238
                 192,            0.036902,            0.010983,           0.0049718,             0.69853,             0.39324,             0.42808,             0.30214,            0.044667,            0.012133,            0.048934,           0.0062182,           0.0062182,           0.0062182
                 193,            0.037009,            0.010675,           0.0048469,             0.70614,             0.39044,             0.42941,             0.30377,            0.044652,             0.01214,            0.049051,           0.0061984,           0.0061984,           0.0061984
                 194,            0.036997,            0.010858,           0.0050572,             0.70361,              0.3917,             0.43046,             0.30428,            0.044657,            0.012136,            0.049037,           0.0061786,           0.0061786,           0.0061786
                 195,            0.037561,            0.010693,           0.0050618,              0.7061,             0.39119,              0.4316,             0.30417,            0.044669,            0.012158,            0.049095,           0.0061588,           0.0061588,           0.0061588
                 196,            0.036969,            0.010633,           0.0048162,             0.69797,             0.39166,             0.43115,             0.30409,            0.044634,            0.012182,            0.049154,            0.006139,            0.006139,            0.006139
                 197,             0.03702,            0.010553,           0.0050934,             0.70405,             0.39656,             0.43246,             0.30415,            0.044622,            0.012192,            0.049331,           0.0061192,           0.0061192,           0.0061192
                 198,            0.036817,              0.0107,            0.004913,             0.71135,             0.39539,             0.43173,             0.30422,            0.044614,            0.012203,            0.049438,           0.0060994,           0.0060994,           0.0060994
                 199,            0.037903,            0.010919,           0.0049751,             0.70339,             0.39707,             0.43228,              0.3043,            0.044607,            0.012199,            0.049476,           0.0060796,           0.0060796,           0.0060796
                 200,            0.037051,            0.010692,           0.0051499,             0.70054,             0.39998,             0.43395,             0.30461,            0.044606,            0.012192,            0.049558,           0.0060598,           0.0060598,           0.0060598
                 201,            0.036684,            0.010888,           0.0049631,             0.69721,              0.3997,             0.43351,              0.3041,            0.044597,            0.012177,            0.049639,             0.00604,             0.00604,             0.00604
                 202,            0.037026,            0.010799,           0.0047057,             0.69463,             0.39922,             0.43271,             0.30421,            0.044568,            0.012163,            0.049646,           0.0060202,           0.0060202,           0.0060202
                 203,            0.036319,             0.01071,           0.0048948,             0.69903,             0.39972,             0.43257,             0.30509,            0.044535,            0.012178,            0.049724,           0.0060004,           0.0060004,           0.0060004
                 204,            0.036435,            0.010535,           0.0049098,             0.70196,             0.39917,             0.42982,              0.3044,            0.044503,            0.012214,            0.049721,           0.0059806,           0.0059806,           0.0059806
                 205,            0.036949,            0.010553,           0.0050014,             0.69897,             0.40041,             0.43061,             0.30429,            0.044487,            0.012211,            0.049798,           0.0059608,           0.0059608,           0.0059608
                 206,            0.036558,            0.010569,           0.0049392,             0.70344,              0.4003,             0.43125,              0.3048,            0.044452,              0.0122,             0.04985,            0.005941,            0.005941,            0.005941
                 207,            0.036648,            0.010787,           0.0049912,             0.72049,             0.39743,             0.43237,             0.30488,            0.044416,            0.012206,             0.04976,           0.0059212,           0.0059212,           0.0059212
                 208,             0.03621,            0.010501,           0.0045974,             0.71553,             0.39816,             0.43234,             0.30548,            0.044402,            0.012204,            0.049709,           0.0059014,           0.0059014,           0.0059014
                 209,            0.036225,            0.010913,           0.0051302,             0.71938,             0.39784,             0.43318,             0.30627,            0.044369,            0.012202,            0.049653,           0.0058816,           0.0058816,           0.0058816
                 210,            0.036317,            0.010435,            0.005013,              0.7222,             0.39818,             0.43392,             0.30584,            0.044315,            0.012195,            0.049641,           0.0058618,           0.0058618,           0.0058618
                 211,            0.036315,            0.010802,            0.004879,             0.72685,             0.39796,             0.43428,             0.30607,            0.044291,            0.012178,            0.049617,            0.005842,            0.005842,            0.005842
                 212,            0.036419,            0.010345,           0.0048966,             0.71741,             0.40114,             0.43474,             0.30652,              0.0443,            0.012186,            0.049642,           0.0058222,           0.0058222,           0.0058222
                 213,            0.036567,            0.010622,            0.004842,             0.71376,             0.40097,             0.43452,             0.30617,            0.044293,            0.012198,            0.049647,           0.0058024,           0.0058024,           0.0058024
                 214,            0.036355,            0.010752,           0.0047736,             0.70812,             0.40093,             0.43417,             0.30579,            0.044263,            0.012205,            0.049717,           0.0057826,           0.0057826,           0.0057826
                 215,            0.036389,            0.010917,           0.0047507,             0.71645,             0.39823,             0.43387,             0.30602,            0.044243,            0.012192,            0.049742,           0.0057628,           0.0057628,           0.0057628
                 216,            0.036519,            0.010606,           0.0049388,             0.75223,             0.39058,             0.43365,             0.30638,            0.044222,            0.012209,            0.049733,            0.005743,            0.005743,            0.005743
                 217,            0.035931,            0.010749,           0.0047162,             0.71299,             0.39914,             0.43412,             0.30656,            0.044199,            0.012214,            0.049744,           0.0057232,           0.0057232,           0.0057232
                 218,            0.036375,            0.010594,           0.0048844,             0.71774,             0.39713,             0.43315,             0.30606,             0.04419,            0.012212,            0.049786,           0.0057034,           0.0057034,           0.0057034
                 219,            0.036343,            0.010485,           0.0046567,             0.72407,             0.39664,             0.43305,             0.30605,            0.044178,            0.012213,            0.049836,           0.0056836,           0.0056836,           0.0056836
                 220,            0.036689,            0.010622,           0.0050144,             0.72223,             0.39751,             0.43327,             0.30667,            0.044166,            0.012205,            0.049917,           0.0056638,           0.0056638,           0.0056638
                 221,            0.035855,            0.010355,           0.0046851,             0.71967,              0.3983,             0.43335,             0.30689,            0.044156,            0.012204,            0.049933,            0.005644,            0.005644,            0.005644
                 222,            0.035993,            0.010569,            0.004725,             0.71831,             0.39918,              0.4336,              0.3071,            0.044143,            0.012206,             0.04996,           0.0056242,           0.0056242,           0.0056242
                 223,            0.036797,             0.01061,           0.0049044,             0.72237,              0.4007,              0.4337,             0.30704,            0.044131,            0.012202,            0.049961,           0.0056044,           0.0056044,           0.0056044
                 224,            0.036192,             0.01052,           0.0049979,             0.72011,             0.40118,             0.43391,             0.30709,             0.04413,            0.012206,            0.049962,           0.0055846,           0.0055846,           0.0055846
                 225,            0.036168,            0.010552,           0.0045069,             0.71949,             0.40268,             0.43442,             0.30692,            0.044135,            0.012212,            0.050027,           0.0055648,           0.0055648,           0.0055648
                 226,            0.035479,            0.010238,           0.0046526,             0.70913,             0.40569,             0.43415,             0.30693,            0.044145,            0.012214,            0.050094,            0.005545,            0.005545,            0.005545
                 227,            0.035531,            0.010302,            0.004296,              0.7078,             0.40524,             0.43396,              0.3065,            0.044142,            0.012228,            0.050153,           0.0055252,           0.0055252,           0.0055252
                 228,            0.036307,            0.010433,           0.0048361,             0.71715,             0.40361,             0.43411,             0.30638,             0.04414,            0.012242,            0.050206,           0.0055054,           0.0055054,           0.0055054
                 229,            0.035743,            0.010316,           0.0046653,             0.71112,             0.40469,             0.43371,             0.30597,            0.044137,            0.012236,            0.050263,           0.0054856,           0.0054856,           0.0054856
                 230,             0.03565,            0.010411,           0.0047716,             0.71417,             0.40377,             0.43443,             0.30607,            0.044134,            0.012249,            0.050277,           0.0054658,           0.0054658,           0.0054658
                 231,            0.035467,            0.010358,           0.0045351,             0.71327,             0.40479,             0.43295,             0.30651,            0.044118,            0.012252,            0.050316,            0.005446,            0.005446,            0.005446
                 232,            0.035709,            0.010445,           0.0047331,             0.71563,             0.40461,             0.43311,              0.3064,            0.044107,             0.01226,             0.05031,           0.0054262,           0.0054262,           0.0054262
                 233,            0.036156,            0.010578,           0.0047141,             0.72469,             0.40155,             0.43314,             0.30622,            0.044086,             0.01226,            0.050307,           0.0054064,           0.0054064,           0.0054064
                 234,            0.035875,            0.010264,           0.0046567,             0.73409,             0.40002,             0.43345,             0.30644,            0.044072,            0.012259,             0.05029,           0.0053866,           0.0053866,           0.0053866
                 235,            0.036514,            0.010367,           0.0046147,             0.73736,              0.4002,             0.43384,             0.30699,            0.044068,             0.01225,            0.050242,           0.0053668,           0.0053668,           0.0053668
                 236,            0.035371,            0.010285,            0.004459,             0.73678,             0.40037,             0.43421,              0.3075,            0.044049,            0.012245,            0.050208,            0.005347,            0.005347,            0.005347
                 237,            0.035831,            0.010367,           0.0044774,             0.73566,             0.39948,             0.43448,             0.30812,            0.044051,            0.012245,            0.050159,           0.0053272,           0.0053272,           0.0053272
                 238,            0.035527,            0.010217,           0.0045252,             0.73859,             0.39855,             0.43499,             0.30846,            0.044047,            0.012254,            0.050183,           0.0053074,           0.0053074,           0.0053074
                 239,            0.034816,            0.010371,           0.0043825,             0.71325,             0.40338,             0.43555,             0.30887,            0.044035,            0.012255,            0.050185,           0.0052876,           0.0052876,           0.0052876
                 240,            0.035199,            0.010343,           0.0045556,             0.73861,             0.39887,             0.43546,             0.30879,            0.044027,            0.012248,            0.050182,           0.0052678,           0.0052678,           0.0052678
                 241,            0.035309,            0.010261,           0.0045302,             0.73554,             0.39967,             0.43547,             0.30881,            0.044021,            0.012241,            0.050196,            0.005248,            0.005248,            0.005248
                 242,            0.035446,            0.010441,           0.0047206,             0.73116,             0.40032,             0.43582,             0.30957,            0.044015,            0.012242,            0.050222,           0.0052282,           0.0052282,           0.0052282
                 243,            0.034946,            0.010295,           0.0043378,             0.73367,              0.4001,             0.43585,              0.3096,            0.044006,            0.012245,            0.050228,           0.0052084,           0.0052084,           0.0052084
                 244,            0.035038,            0.010253,           0.0043069,             0.73272,             0.40109,             0.43677,             0.31005,            0.043998,            0.012235,            0.050237,           0.0051886,           0.0051886,           0.0051886
                 245,            0.035693,            0.010371,           0.0043896,             0.73677,             0.39976,             0.43691,             0.31075,            0.043992,            0.012238,            0.050258,           0.0051688,           0.0051688,           0.0051688
                 246,            0.034828,            0.010002,           0.0042679,             0.73624,             0.39798,             0.43698,              0.3106,            0.043983,             0.01225,            0.050295,            0.005149,            0.005149,            0.005149
                 247,            0.034672,            0.010199,           0.0041341,             0.73762,             0.39778,             0.43702,             0.31043,            0.043971,             0.01225,             0.05033,           0.0051292,           0.0051292,           0.0051292
                 248,            0.035297,            0.010305,           0.0042735,             0.73897,             0.39731,             0.43712,             0.31008,             0.04396,            0.012251,            0.050358,           0.0051094,           0.0051094,           0.0051094
                 249,             0.03557,            0.010219,           0.0044271,             0.73859,             0.39694,             0.43695,             0.31029,            0.043961,            0.012252,            0.050404,           0.0050896,           0.0050896,           0.0050896
                 250,            0.035167,            0.010259,           0.0046006,             0.73743,              0.3977,             0.43688,             0.31019,            0.043963,            0.012249,            0.050439,           0.0050698,           0.0050698,           0.0050698
                 251,            0.035351,            0.010538,           0.0044384,             0.71418,             0.40616,             0.43634,             0.31069,            0.043963,            0.012246,            0.050456,             0.00505,             0.00505,             0.00505
                 252,            0.035275,             0.01031,           0.0046166,             0.70669,             0.40689,             0.43557,             0.31025,             0.04396,            0.012241,            0.050477,           0.0050302,           0.0050302,           0.0050302
                 253,            0.035024,            0.010248,           0.0044221,             0.70578,             0.40709,             0.43555,             0.31056,            0.043956,            0.012234,            0.050482,           0.0050104,           0.0050104,           0.0050104
                 254,             0.03513,            0.010052,           0.0044647,             0.71301,             0.40548,             0.43581,             0.31055,            0.043947,            0.012236,            0.050491,           0.0049906,           0.0049906,           0.0049906
                 255,             0.03513,            0.010235,           0.0043225,             0.70312,             0.40604,               0.436,             0.31076,            0.043933,            0.012235,            0.050495,           0.0049708,           0.0049708,           0.0049708
                 256,            0.034911,           0.0099579,           0.0042975,             0.70262,             0.40683,             0.43648,              0.3112,             0.04392,            0.012234,            0.050498,            0.004951,            0.004951,            0.004951
                 257,             0.03491,            0.010124,           0.0041993,             0.70745,             0.40804,             0.43762,             0.31147,            0.043911,            0.012231,            0.050504,           0.0049312,           0.0049312,           0.0049312
                 258,            0.035169,            0.010124,           0.0042759,             0.70301,             0.40771,             0.43704,             0.31181,            0.043903,            0.012235,            0.050497,           0.0049114,           0.0049114,           0.0049114
                 259,            0.034687,             0.01006,           0.0044459,             0.70027,             0.40873,             0.43696,              0.3116,            0.043901,            0.012232,            0.050497,           0.0048916,           0.0048916,           0.0048916
                 260,            0.034818,            0.010092,           0.0045076,             0.70325,             0.40811,             0.43696,              0.3119,            0.043895,            0.012236,            0.050491,           0.0048718,           0.0048718,           0.0048718
                 261,            0.034676,            0.010237,           0.0041996,              0.7101,             0.40608,             0.43786,             0.31187,            0.043894,            0.012236,            0.050491,            0.004852,            0.004852,            0.004852
                 262,            0.034921,           0.0098311,           0.0041605,             0.70723,             0.40839,             0.43776,             0.31206,            0.043892,            0.012241,            0.050488,           0.0048322,           0.0048322,           0.0048322
                 263,            0.034775,            0.010237,           0.0043204,             0.72713,             0.40375,             0.43809,             0.31208,            0.043897,            0.012242,            0.050503,           0.0048124,           0.0048124,           0.0048124
                 264,            0.034655,            0.010095,           0.0040604,             0.72941,              0.4038,             0.43799,             0.31226,            0.043901,            0.012242,            0.050526,           0.0047926,           0.0047926,           0.0047926
                 265,            0.034344,            0.010012,           0.0041097,             0.72664,             0.40428,             0.43807,             0.31219,            0.043897,            0.012241,            0.050538,           0.0047728,           0.0047728,           0.0047728
                 266,            0.034628,            0.009904,           0.0041922,             0.72825,             0.40421,             0.43806,             0.31261,            0.043897,             0.01224,            0.050562,            0.004753,            0.004753,            0.004753
                 267,            0.033901,           0.0099377,           0.0040017,             0.72942,             0.40344,             0.43808,             0.31276,            0.043899,            0.012239,            0.050579,           0.0047332,           0.0047332,           0.0047332
                 268,            0.034374,            0.010046,           0.0039017,             0.72799,             0.40408,             0.43853,             0.31286,            0.043903,            0.012244,            0.050594,           0.0047134,           0.0047134,           0.0047134
                 269,            0.034169,           0.0098987,           0.0041484,             0.72676,              0.4054,             0.43849,              0.3132,            0.043907,            0.012245,             0.05059,           0.0046936,           0.0046936,           0.0046936
                 270,            0.034847,              0.0103,           0.0041615,             0.71597,             0.40778,             0.43859,             0.31288,            0.043906,            0.012248,            0.050607,           0.0046738,           0.0046738,           0.0046738
                 271,            0.034238,           0.0099091,            0.004183,             0.71632,             0.40742,             0.43884,             0.31297,            0.043906,             0.01225,            0.050648,            0.004654,            0.004654,            0.004654
                 272,            0.033935,            0.010036,            0.003906,             0.71292,             0.40844,             0.43869,             0.31276,            0.043909,            0.012256,            0.050681,           0.0046342,           0.0046342,           0.0046342
                 273,            0.034225,            0.010165,           0.0039474,             0.71471,             0.40804,             0.43824,              0.3124,            0.043907,            0.012259,            0.050712,           0.0046144,           0.0046144,           0.0046144
                 274,            0.034852,            0.010087,             0.00442,             0.71522,              0.4086,             0.43827,             0.31227,            0.043905,            0.012261,            0.050733,           0.0045946,           0.0045946,           0.0045946
                 275,             0.03449,            0.010122,           0.0040535,             0.71339,              0.4089,             0.43814,             0.31236,            0.043906,             0.01226,            0.050766,           0.0045748,           0.0045748,           0.0045748
                 276,            0.034213,            0.010027,           0.0040698,             0.71208,             0.40918,             0.43806,             0.31229,            0.043906,            0.012262,            0.050804,            0.004555,            0.004555,            0.004555
                 277,            0.034242,            0.010203,           0.0041582,             0.71199,             0.41013,             0.43809,             0.31227,            0.043906,            0.012265,            0.050838,           0.0045352,           0.0045352,           0.0045352
                 278,            0.034046,           0.0098778,           0.0043182,             0.71157,             0.41005,              0.4382,             0.31232,            0.043903,            0.012269,            0.050879,           0.0045154,           0.0045154,           0.0045154
                 279,            0.033582,           0.0099175,            0.004038,             0.71178,             0.41024,             0.43812,             0.31227,            0.043901,             0.01227,            0.050902,           0.0044956,           0.0044956,           0.0044956
                 280,            0.033795,           0.0097682,           0.0040439,             0.71069,             0.41135,             0.43835,             0.31244,            0.043897,             0.01227,            0.050942,           0.0044758,           0.0044758,           0.0044758
                 281,            0.034815,            0.010115,            0.004397,             0.71435,             0.41062,               0.438,             0.31246,            0.043894,            0.012268,            0.050979,            0.004456,            0.004456,            0.004456
                 282,            0.034059,           0.0098336,           0.0041677,             0.71553,             0.41079,             0.43751,             0.31207,            0.043898,            0.012273,            0.050998,           0.0044362,           0.0044362,           0.0044362
                 283,            0.033982,           0.0099617,           0.0040908,             0.71873,              0.4118,             0.43839,             0.31236,            0.043897,            0.012271,            0.051025,           0.0044164,           0.0044164,           0.0044164
                 284,            0.034191,           0.0098476,           0.0039899,             0.71829,             0.41229,              0.4387,             0.31239,              0.0439,            0.012272,            0.051052,           0.0043966,           0.0043966,           0.0043966
                 285,            0.033785,            0.010074,           0.0040336,             0.72121,             0.41111,             0.43862,             0.31244,            0.043899,            0.012272,            0.051058,           0.0043768,           0.0043768,           0.0043768
                 286,            0.033873,           0.0096756,           0.0039903,             0.72317,             0.41014,             0.43834,             0.31243,            0.043894,            0.012268,            0.051071,            0.004357,            0.004357,            0.004357
                 287,            0.033908,           0.0098257,           0.0042314,             0.72209,             0.40927,             0.43837,             0.31257,            0.043888,            0.012271,            0.051062,           0.0043372,           0.0043372,           0.0043372
                 288,            0.033748,           0.0097645,           0.0038783,             0.71942,             0.41007,             0.43857,             0.31239,            0.043883,            0.012267,            0.051072,           0.0043174,           0.0043174,           0.0043174
                 289,            0.033697,           0.0098129,           0.0039614,               0.721,             0.40963,             0.43844,              0.3122,            0.043876,            0.012266,            0.051088,           0.0042976,           0.0042976,           0.0042976
                 290,            0.033102,           0.0095138,           0.0037456,             0.72145,             0.40949,             0.43843,             0.31262,            0.043871,            0.012266,              0.0511,           0.0042778,           0.0042778,           0.0042778
                 291,            0.033499,           0.0096741,           0.0039955,             0.72149,             0.40984,             0.43826,             0.31259,            0.043869,            0.012266,            0.051113,            0.004258,            0.004258,            0.004258
                 292,             0.03355,           0.0096466,           0.0039361,             0.72165,             0.40993,             0.43853,             0.31281,             0.04387,            0.012272,            0.051111,           0.0042382,           0.0042382,           0.0042382
                 293,            0.033411,           0.0096083,           0.0038243,             0.72398,             0.41029,             0.43861,             0.31338,            0.043866,             0.01227,            0.051111,           0.0042184,           0.0042184,           0.0042184
                 294,            0.033265,           0.0095489,           0.0040148,             0.72176,             0.41057,             0.43862,             0.31347,            0.043863,            0.012271,            0.051115,           0.0041986,           0.0041986,           0.0041986
                 295,            0.033529,            0.009696,           0.0037853,             0.72091,             0.41105,             0.43868,             0.31373,            0.043858,            0.012267,            0.051126,           0.0041788,           0.0041788,           0.0041788
                 296,             0.03344,           0.0096026,           0.0041375,              0.7218,             0.41068,             0.43883,              0.3141,            0.043853,             0.01226,            0.051128,            0.004159,            0.004159,            0.004159
                 297,            0.034393,           0.0098929,           0.0042892,             0.72157,             0.41166,             0.43927,             0.31429,            0.043852,            0.012258,            0.051136,           0.0041392,           0.0041392,           0.0041392
                 298,            0.033369,           0.0097939,           0.0040064,             0.72205,             0.41096,             0.43895,             0.31389,             0.04385,            0.012258,            0.051144,           0.0041194,           0.0041194,           0.0041194
                 299,            0.033487,           0.0095349,           0.0040167,             0.72205,             0.41079,              0.4389,             0.31383,            0.043849,            0.012261,            0.051148,           0.0040996,           0.0040996,           0.0040996
                 300,            0.033545,           0.0097977,           0.0039251,             0.72532,             0.40992,              0.4389,             0.31387,            0.043846,            0.012263,            0.051147,           0.0040798,           0.0040798,           0.0040798
                 301,             0.03301,           0.0097543,           0.0037524,             0.72572,             0.40992,             0.43875,             0.31386,            0.043842,            0.012263,            0.051142,             0.00406,             0.00406,             0.00406
                 302,            0.032597,           0.0093514,           0.0036348,             0.72632,             0.41033,             0.43891,             0.31375,            0.043841,            0.012265,            0.051144,           0.0040402,           0.0040402,           0.0040402
                 303,            0.033747,            0.009803,           0.0040113,             0.72555,             0.41102,             0.43879,             0.31401,            0.043843,            0.012266,            0.051148,           0.0040204,           0.0040204,           0.0040204
                 304,            0.033178,            0.009543,           0.0037828,             0.72298,             0.41261,             0.43921,             0.31376,            0.043847,            0.012268,            0.051155,           0.0040006,           0.0040006,           0.0040006
                 305,            0.033681,           0.0097517,           0.0039596,             0.72369,             0.41233,             0.43944,             0.31379,            0.043845,            0.012268,            0.051151,           0.0039808,           0.0039808,           0.0039808
                 306,            0.033648,           0.0097822,           0.0040289,             0.72251,             0.41245,             0.43932,             0.31372,            0.043842,            0.012264,            0.051156,            0.003961,            0.003961,            0.003961
                 307,            0.032734,           0.0095296,           0.0036493,             0.72499,             0.41215,             0.43947,             0.31381,            0.043845,            0.012268,            0.051156,           0.0039412,           0.0039412,           0.0039412
                 308,            0.033051,           0.0097235,           0.0036269,             0.72523,             0.41235,             0.43949,               0.314,             0.04384,            0.012266,            0.051149,           0.0039214,           0.0039214,           0.0039214
                 309,            0.033551,           0.0098698,           0.0039096,             0.72484,             0.41237,             0.43937,             0.31405,             0.04384,            0.012265,            0.051142,           0.0039016,           0.0039016,           0.0039016
                 310,            0.032851,           0.0094506,           0.0037927,             0.72603,             0.41292,             0.43942,             0.31422,            0.043836,            0.012265,            0.051151,           0.0038818,           0.0038818,           0.0038818
                 311,            0.033086,           0.0097081,           0.0038694,             0.72643,             0.41196,             0.43939,             0.31423,            0.043832,            0.012265,            0.051141,            0.003862,            0.003862,            0.003862
                 312,            0.033011,           0.0095161,           0.0038313,             0.72728,             0.41202,             0.43947,             0.31428,            0.043833,            0.012268,             0.05113,           0.0038422,           0.0038422,           0.0038422
                 313,            0.032815,           0.0093571,           0.0037812,             0.72765,             0.41231,             0.43949,              0.3143,            0.043835,            0.012274,            0.051125,           0.0038224,           0.0038224,           0.0038224
                 314,            0.032961,           0.0095387,           0.0037125,             0.72922,             0.41084,             0.43962,             0.31403,            0.043832,            0.012271,            0.051125,           0.0038026,           0.0038026,           0.0038026
                 315,            0.032585,           0.0095602,           0.0037926,             0.72925,             0.41057,             0.43986,             0.31423,            0.043831,            0.012271,            0.051121,           0.0037828,           0.0037828,           0.0037828
                 316,            0.032882,           0.0095544,           0.0036774,              0.7284,             0.41118,             0.43943,             0.31389,             0.04383,            0.012273,            0.051117,            0.003763,            0.003763,            0.003763
                 317,             0.03312,            0.009404,           0.0036494,             0.72782,             0.41102,             0.43945,             0.31393,            0.043827,            0.012276,            0.051122,           0.0037432,           0.0037432,           0.0037432
                 318,            0.032589,           0.0095705,            0.003815,             0.72906,              0.4111,             0.43991,             0.31432,            0.043826,            0.012282,             0.05113,           0.0037234,           0.0037234,           0.0037234
                 319,            0.033249,           0.0095835,           0.0038127,              0.7293,             0.41065,             0.43997,             0.31413,            0.043827,            0.012285,            0.051142,           0.0037036,           0.0037036,           0.0037036
